CATEGORIE_EVENEMENT|TITRE_EVENEMENT|DEBUT_EVENEMENT|FIN_EVENEMENT|HORAIRE_EVENEMENT|COUT_EVENEMENT|DESCRIPTION_EVENEMENT|RENSEIGNEMENT_EVENEMENT|TEL1_EVENEMENT|TEL2_EVENEMENT|COURRIEL_EVENEMENT|URL_EVENEMENT|NOMLIEU_EVENEMENT|COMPLEMENT_LIEU_EVENEMENT|ADRESSE_EVENEMENT|TEL_LIEU|NOM_ARRONDISSEMENT
Activite familiale|Fetes des defricheurs de la Nouvelle-France|2015-05-24|2015-05-24|10 h a 15 h|2|Assiette du defricheur pour dejeuner (3 $ adulte et 1 $ enfant), animation, distribution de 350 hemerocalles, visite guidee historico-cardio, jeux historiques, exposition et tirage du grand prix du 350e. Des activites auront lieu sous la tente et a l'interieur en cas de mauvais temps.|0|418-624-7720|||http://www.moulindesjesuites.org/activite.aspx|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|Mettez la main a la pate|2015-07-05|2015-07-26|13 h 30|2|Atelier de faconnage du pain. Apprenez a faire votre pain comme a l'epoque. Repartez avec votre boule de pate et faites-la cuire de retour a la maison. Une experience unique!  Les dimanches : 5, 12, 19 et 26 juillet|4|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale| Le chantier de la p'tite fouine|2015-08-02|2015-08-23|En continu de 10 h 30 a 15 h.|2|Dans le cadre du mois de l'archeologie, evenement a la grandeur de la province; atelier de fouilles archeologiques, reconstitution d'artefacts, faconnage d'argile. Les dimanches : 2, 9, 16 et 23 aout|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|Georallye avec GPS en main|2015-06-26|2015-08-30|entre 10 h 30 et 15 h|2|Un aventure-decouverte vous amene dans le Trait-Carre de Charlesbourg. GPS en main, partez a l'aventure! Vous devrez decouvrir des caches, repondre aux enigmes et trouver des mots-cles. A la suite de votre escapade sur le circuit historique, c'est en fanille ou entre amis que vous pourrez dire « Mission accomplie »!|1|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|Visite guidee du Trait-Carre|2015-06-25|2015-09-06|Du mercredi au dimanche, a 10 h 30, 13 h et 15 h|2|Une randonnee dans un quartier ou la trace des ancetres de nombreuses familles-souches est encore visible. Empreinte d'histoires, une visite guidee du Trait-Carre vous charmera.Cicuit pietonnier de 1 h 30 ou de 2 h selon le forfait choisi. Depart du Moulin des Jesuites.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|Visites commentees du Moulin|2015-06-25|2015-09-06|Tous les jours de 10 h a 17 h|2|Visites commentees sur l'histoire du moulin, son fonctionnement et la vie de meunier. Decouvrez ce magnifique batiment patrimonial construit en 1742. Reparti sur trois etages, cet ancien moulin a connu differentes fonctions : moulin a farine, fabrique d'instruments aratoires et d'objets de fer ornemental, manufacture d'allumettes...|0|418-624-7720|||http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|Operation du four exterieur|2015-06-27|2015-09-06|Entre 11 h et 14 h 30|0|Venez observer les differentes etapes d'operation d'un four a pain : technique d'allumage, entretien du feu et de la cuisson du pain. Possibilite de deguster le pain chaud vers 14 h.|1|418-624-7720|||http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|Vivre au Trait-Carre au temps des moulins|2015-06-24|2015-09-07|Tous les jours de 10 h a 17 h|2|L'exposition raconte la vie au quotidien dans le Trait-Carre de Charlesbourg a une periode ou les moulins occupaient une place importante au coeur de la vie en Nouvelle-France. On y decouvre ce village au decoupage singulier et unique en Amerique francaise.|0|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Exposition|Vivre au Trait-Carre au temps des moulins|2015-06-24|2015-09-07|Tous les jours de 10 h a 17 h|2|L'exposition raconte la vie au quotidien dans le Trait-Carre de Charlesbourg a une periode ou les moulins occupaient une place importante au coeur de la vie en Nouvelle-France. On y decouvre ce village au decoupage singulier et unique en Amerique francaise.|0|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|La journee des moulins|2015-06-28|2015-06-28|10 h a 15 h|0|Venez fabriquer votre pain et faites-le cuire de retour a la maison ($). Venez egalement fabriquer un moulin a eau ou a vent ($). Projection sur le metier de meunier.|3|418-624-7720|||http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite petit budget|La journee des moulins|2015-06-28|2015-06-28|10 h a 15 h|0|Venez fabriquer votre pain et faites-le cuire de retour a la maison ($). Venez egalement fabriquer un moulin a eau ou a vent ($). Projection sur le metier de meunier.|3|418-624-7720|||http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|Fabrication du papier|2015-06-07|2015-06-14|Dimanches 7 et 14 juin, de 14 h a 15 h 30|1|Vivez une experience unique en fabriquant votre propre papier a l'ancienne. Decorez-le et offrez-le a quelqu'un. Reservation obligatoire par telephone jusqu'au 13 juin 2015. Maximum 10 familles.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite multiculturelle|Fabrication du papier|2015-06-07|2015-06-14|Dimanches 7 et 14 juin, de 14 h a 15 h 30|1|Vivez une experience unique en fabriquant votre propre papier a l'ancienne. Decorez-le et offrez-le a quelqu'un. Reservation obligatoire par telephone jusqu'au 13 juin 2015. Maximum 10 familles.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite petit budget|Fabrication du papier|2015-06-07|2015-06-14|Dimanches 7 et 14 juin, de 14 h a 15 h 30|1|Vivez une experience unique en fabriquant votre propre papier a l'ancienne. Decorez-le et offrez-le a quelqu'un. Reservation obligatoire par telephone jusqu'au 13 juin 2015. Maximum 10 familles.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Animation|Fabrication du papier|2015-06-07|2015-06-14|Dimanches 7 et 14 juin, de 14 h a 15 h 30|1|Vivez une experience unique en fabriquant votre propre papier a l'ancienne. Decorez-le et offrez-le a quelqu'un. Reservation obligatoire par telephone jusqu'au 13 juin 2015. Maximum 10 familles.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Atelier artistique|Fabrication du papier|2015-06-07|2015-06-14|Dimanches 7 et 14 juin, de 14 h a 15 h 30|1|Vivez une experience unique en fabriquant votre propre papier a l'ancienne. Decorez-le et offrez-le a quelqu'un. Reservation obligatoire par telephone jusqu'au 13 juin 2015. Maximum 10 familles.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|Fete de la Saint-Jean-Baptiste|2015-06-24|2015-06-24|11 h 30 a 15 h|0|Grande fete nationale sur le terrain du Moulin des Jesuites. Levee du drapeau et discours patriotiques. Spectacle, musique, hot-dogs, maquillage, petite ferme, etc.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite multiculturelle|Fete de la Saint-Jean-Baptiste|2015-06-24|2015-06-24|11 h 30 a 15 h|0|Grande fete nationale sur le terrain du Moulin des Jesuites. Levee du drapeau et discours patriotiques. Spectacle, musique, hot-dogs, maquillage, petite ferme, etc.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite petit budget|Fete de la Saint-Jean-Baptiste|2015-06-24|2015-06-24|11 h 30 a 15 h|0|Grande fete nationale sur le terrain du Moulin des Jesuites. Levee du drapeau et discours patriotiques. Spectacle, musique, hot-dogs, maquillage, petite ferme, etc.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activites estivales|Fete de la Saint-Jean-Baptiste|2015-06-24|2015-06-24|11 h 30 a 15 h|0|Grande fete nationale sur le terrain du Moulin des Jesuites. Levee du drapeau et discours patriotiques. Spectacle, musique, hot-dogs, maquillage, petite ferme, etc.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Animation|Fete de la Saint-Jean-Baptiste|2015-06-24|2015-06-24|11 h 30 a 15 h|0|Grande fete nationale sur le terrain du Moulin des Jesuites. Levee du drapeau et discours patriotiques. Spectacle, musique, hot-dogs, maquillage, petite ferme, etc.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Fete nationale du Quebec|Fete de la Saint-Jean-Baptiste|2015-06-24|2015-06-24|11 h 30 a 15 h|0|Grande fete nationale sur le terrain du Moulin des Jesuites. Levee du drapeau et discours patriotiques. Spectacle, musique, hot-dogs, maquillage, petite ferme, etc.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|Visite guidee de l'arrondissement historique du Trait-Carre|2015-06-25|2015-09-06|Du mercredi au dimanche,  a 10 h 30, 13 h et 15 h|1|Partez a la decouverte du Trait-Carre de Charlesbourg: ses maisons anciennes, son mode de vie au quotidien et ses anecdotes qui ont ecrit son histoire de 1665 a aujourd'hui. Un patrimoine unique en Amerique francaise!Cicuit pietonnier de 1h30 ou 2h selon le forfait choisi.Depart du Moulin des Jesuites.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite multiculturelle|Visite guidee de l'arrondissement historique du Trait-Carre|2015-06-25|2015-09-06|Du mercredi au dimanche,  a 10 h 30, 13 h et 15 h|1|Partez a la decouverte du Trait-Carre de Charlesbourg: ses maisons anciennes, son mode de vie au quotidien et ses anecdotes qui ont ecrit son histoire de 1665 a aujourd'hui. Un patrimoine unique en Amerique francaise!Cicuit pietonnier de 1h30 ou 2h selon le forfait choisi.Depart du Moulin des Jesuites.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite petit budget|Visite guidee de l'arrondissement historique du Trait-Carre|2015-06-25|2015-09-06|Du mercredi au dimanche,  a 10 h 30, 13 h et 15 h|1|Partez a la decouverte du Trait-Carre de Charlesbourg: ses maisons anciennes, son mode de vie au quotidien et ses anecdotes qui ont ecrit son histoire de 1665 a aujourd'hui. Un patrimoine unique en Amerique francaise!Cicuit pietonnier de 1h30 ou 2h selon le forfait choisi.Depart du Moulin des Jesuites.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activites estivales|Visite guidee de l'arrondissement historique du Trait-Carre|2015-06-25|2015-09-06|Du mercredi au dimanche,  a 10 h 30, 13 h et 15 h|1|Partez a la decouverte du Trait-Carre de Charlesbourg: ses maisons anciennes, son mode de vie au quotidien et ses anecdotes qui ont ecrit son histoire de 1665 a aujourd'hui. Un patrimoine unique en Amerique francaise!Cicuit pietonnier de 1h30 ou 2h selon le forfait choisi.Depart du Moulin des Jesuites.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Animation|Visite guidee de l'arrondissement historique du Trait-Carre|2015-06-25|2015-09-06|Du mercredi au dimanche,  a 10 h 30, 13 h et 15 h|1|Partez a la decouverte du Trait-Carre de Charlesbourg: ses maisons anciennes, son mode de vie au quotidien et ses anecdotes qui ont ecrit son histoire de 1665 a aujourd'hui. Un patrimoine unique en Amerique francaise!Cicuit pietonnier de 1h30 ou 2h selon le forfait choisi.Depart du Moulin des Jesuites.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Patrimoine|Visite guidee de l'arrondissement historique du Trait-Carre|2015-06-25|2015-09-06|Du mercredi au dimanche,  a 10 h 30, 13 h et 15 h|1|Partez a la decouverte du Trait-Carre de Charlesbourg: ses maisons anciennes, son mode de vie au quotidien et ses anecdotes qui ont ecrit son histoire de 1665 a aujourd'hui. Un patrimoine unique en Amerique francaise!Cicuit pietonnier de 1h30 ou 2h selon le forfait choisi.Depart du Moulin des Jesuites.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Visite guidee|Visite guidee de l'arrondissement historique du Trait-Carre|2015-06-25|2015-09-06|Du mercredi au dimanche,  a 10 h 30, 13 h et 15 h|1|Partez a la decouverte du Trait-Carre de Charlesbourg: ses maisons anciennes, son mode de vie au quotidien et ses anecdotes qui ont ecrit son histoire de 1665 a aujourd'hui. Un patrimoine unique en Amerique francaise!Cicuit pietonnier de 1h30 ou 2h selon le forfait choisi.Depart du Moulin des Jesuites.|3|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite familiale|A vos GPS, partez!|2015-06-26|2015-08-30|Du mercredi au dimanche, de 10 h a 17 h.|1|A l'aide d'un GPS, partez a l'aventure dans le Trait-Carre! A travers ce rallye des temps modernes, vous devrez resoudre des enigmes, decouvrir des caches, deduire, observer, conclure, etc. Une facon unique de decouvrir l'histoire de ce village, son developpement et le mode de vie des gens qui y ont vecu.|0|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite multiculturelle|A vos GPS, partez!|2015-06-26|2015-08-30|Du mercredi au dimanche, de 10 h a 17 h.|1|A l'aide d'un GPS, partez a l'aventure dans le Trait-Carre! A travers ce rallye des temps modernes, vous devrez resoudre des enigmes, decouvrir des caches, deduire, observer, conclure, etc. Une facon unique de decouvrir l'histoire de ce village, son developpement et le mode de vie des gens qui y ont vecu.|0|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activite petit budget|A vos GPS, partez!|2015-06-26|2015-08-30|Du mercredi au dimanche, de 10 h a 17 h.|1|A l'aide d'un GPS, partez a l'aventure dans le Trait-Carre! A travers ce rallye des temps modernes, vous devrez resoudre des enigmes, decouvrir des caches, deduire, observer, conclure, etc. Une facon unique de decouvrir l'histoire de ce village, son developpement et le mode de vie des gens qui y ont vecu.|0|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
Activites estivales|A vos GPS, partez!|2015-06-26|2015-08-30|Du mercredi au dimanche, de 10 h a 17 h.|1|A l'aide d'un GPS, partez a l'aventure dans le Trait-Carre! A travers ce rallye des temps modernes, vous devrez resoudre des enigmes, decouvrir des caches, deduire, observer, conclure, etc. Une facon unique de decouvrir l'histoire de ce village, son developpement et le mode de vie des gens qui y ont vecu.|0|418-624-7720||moulindesjesuites@bellnet.ca|http://www.moulindesjesuites.org|Moulin des Jesuites||7960, boulevard Henri-Bourassa|418-624-7720|Charlesbourg
